rho,MaxMin,MeanSD,MedianMAD,Percentile,QFactor
0.0,0.8363248624862487,0.8616107810781078,0.8133491749174918,0.8370838283828383,0.9228144114411442
0.3,0.8405796479647965,0.8664172717271726,0.819670187018702,0.8407398239823982,0.9224610561056106
0.6,0.8434543454345435,0.8626687568756876,0.8087078107810781,0.8371112211221122,0.923136303630363
0.8,0.8443596259625963,0.8560601760176018,0.7977756875687569,0.8302172717271727,0.9238588558855886
0.9,0.8453079207920793,0.850126512651265,0.7879652365236524,0.8226387238723872,0.9240320132013202
