comparator,term,coef,std_err_hc3,t_stat,p_value,ci_lower_95,ci_upper_95
MeanSD,C(N)[T.50]:C(Contamination)[T.0.05_upper],0.06218052805280562,0.005564306733231862,11.174892225376999,5.411602388436656e-29,0.05127468725673745,0.07308636884887379
MeanSD,C(N)[T.75]:C(Contamination)[T.0.05_upper],0.05584356435643593,0.006156654373260812,9.070440042723874,1.1853731341456548e-19,0.043776743519583716,0.06791038519328814
MeanSD,C(N)[T.100]:C(Contamination)[T.0.05_upper],0.05186567656765714,0.006722399226651495,7.715352037116671,1.2064875378508689e-14,0.0386900161937203,0.06504133694159399
MeanSD,C(N)[T.200]:C(Contamination)[T.0.05_upper],0.044514521452145725,0.00807358799183307,5.513598352699555,3.515704208339514e-08,0.028690579762137847,0.0603384631421536
MeanSD,C(N)[T.15]:C(Contamination)[T.0.0_clean],-0.0017603960396041652,0.006279330629213009,-0.2803477223216062,0.7792107409393807,-0.014067657919880898,0.010546865840672569
MeanSD,C(N)[T.20]:C(Contamination)[T.0.0_clean],-0.0011346534653469576,0.005795436652547024,-0.19578394750433362,0.844779274954299,-0.012493500579022498,0.010224193648328581
MeanSD,C(N)[T.25]:C(Contamination)[T.0.0_clean],-0.001745874587458977,0.0056204619291363635,-0.3106283094648142,0.7560832032813839,-0.012761777545044763,0.009270028370126809
MeanSD,C(N)[T.30]:C(Contamination)[T.0.0_clean],-0.0011749174917493898,0.005451799135119207,-0.21551004771633053,0.8293696791625097,-0.011860247447529651,0.00951041246403087
MeanSD,C(N)[T.40]:C(Contamination)[T.0.0_clean],-0.0009643564356437821,0.005365581580879136,-0.17973008537981727,0.8573644733156023,-0.011480703090278377,0.009551990218990811
MeanSD,C(N)[T.50]:C(Contamination)[T.0.0_clean],-0.001342574257425985,0.005403736392612562,-0.24845295178747354,0.803783967983319,-0.011933702968895,0.009248554454043031
MeanSD,C(N)[T.75]:C(Contamination)[T.0.0_clean],-0.0011821782178220303,0.005589507932948214,-0.21149951516366924,0.8324975104985457,-0.012137412457701453,0.009773056022057393
MeanSD,C(N)[T.100]:C(Contamination)[T.0.0_clean],-0.0012646864686471266,0.005814318954828446,-0.21751239972772388,0.8278090447263486,-0.01266054221473945,0.010131169277445196
MeanSD,C(N)[T.200]:C(Contamination)[T.0.0_clean],-0.001947854785478699,0.006398178457130032,-0.3044389584520012,0.7607934908962102,-0.01448805412811361,0.010592344557156214
MeanSD,C(N)[T.15]:C(Contamination)[T.0.1_lower],0.0019580858085811816,0.006587380230451693,0.2972480318548299,0.7662771539601853,-0.010952942195575298,0.01486911381273766
MeanSD,C(N)[T.20]:C(Contamination)[T.0.1_lower],-0.0006033003300327312,0.005950688366062843,-0.10138328423874313,0.9192462053436132,-0.012266435210737406,0.011059834550671943
MeanSD,C(N)[T.25]:C(Contamination)[T.0.1_lower],-0.0003313531353131684,0.005874270482560277,-0.05640753797376205,0.9550171520835596,-0.011844711716578036,0.0111820054459517
MeanSD,C(N)[T.30]:C(Contamination)[T.0.1_lower],0.0007706270627066291,0.005705335423025448,0.13507129827924788,0.892555502841643,-0.010411624886143842,0.0119528790115571
MeanSD,C(N)[T.40]:C(Contamination)[T.0.1_lower],0.00015412541254160647,0.005587712661919385,0.027582916636351207,0.9779948070311986,-0.010797590160778822,0.011105840985862035
MeanSD,C(N)[T.50]:C(Contamination)[T.0.1_lower],-0.0015396039603955765,0.005692453518704496,-0.2704640372269502,0.786803280390475,-0.012696607840724692,0.00961739991993354
MeanSD,C(N)[T.75]:C(Contamination)[T.0.1_lower],-0.0025346534653461505,0.005850600147134286,-0.4332296519336846,0.6648479391714668,-0.014001619041674091,0.008932312110981791
MeanSD,C(N)[T.100]:C(Contamination)[T.0.1_lower],-0.0006389438943891458,0.006101632552474198,-0.10471687517958705,0.9166004711271178,-0.012597923944135775,0.011320036155357484
MeanSD,C(N)[T.200]:C(Contamination)[T.0.1_lower],-0.0032013201320127607,0.006638974038199704,-0.48220103190535524,0.6296631438749756,-0.016213470141180627,0.009810829877155106
