chi_square,p_value,kendall_w,n_cells,k_methods,rank_MeanSD,rank_Percentile,rank_MaxMin,rank_QFactor,rank_MedianMAD
4958.43619047619,0.0,0.5902900226757369,2100,5,2.334285714285714,3.280952380952381,3.629047619047619,1.3038095238095238,4.451904761904762
